"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez"
"ENSG00000204498",286.412502905958,-0.213350086808087,0.150449350767846,-1.41808579245584,0.156165718702612,0.37428944342705,"NFKBIL1","4795"
"ENSG00000175895",170.707096642283,0.268476805734779,0.189329518838952,1.41803986711206,0.156179125671921,0.37428944342705,"PLEKHF2","79666"
"ENSG00000162004",38.1959757078372,0.526386179742479,0.371262483122939,1.41782755778254,0.156241116407984,0.374384909963431,"CCDC78","124093"
"ENSG00000213339",484.668971350128,0.189343525807261,0.133563463330193,1.41762965025225,0.156298918869095,0.374470314908546,"QTRT1","81890"
"ENSG00000172500",891.007387783847,0.1388965701553,0.0980084170311815,1.41719022062268,0.156427320203339,0.374724816670828,"FIBP","9158"
"ENSG00000177700",2256.62138040455,0.123715885157707,0.0873269410835749,1.4166977982122,0.156571301067166,0.375012510355251,"POLR2L","5441"
"ENSG00000267508",106.863268513239,-0.381741831652017,0.269474725956053,-1.416614601973,0.156595636985941,0.375012510355251,"ZNF285","26974"
"ENSG00000003249",120.98891565998,-0.317324575012294,0.224011973319448,-1.41655184903791,0.156613994885608,0.375012510355251,"DBNDD1","79007"
"ENSG00000116017",434.13370731909,0.184393653414346,0.130205933130093,1.41616936326636,0.156725923514279,0.375174196847186,"ARID3A","1820"
"ENSG00000198815",872.994703399347,-0.156100268831056,0.110251622391768,-1.41585461913993,0.156818074067131,0.375341616938581,"FOXJ3","22887"
"ENSG00000142507",942.799056362789,-0.136230456518361,0.0962238612970957,-1.41576584728546,0.156844072050833,0.375350676889248,"PSMB6","5694"
"ENSG00000091640",775.073006231343,0.161206549501525,0.113889079301647,1.41546977541677,0.15693080414425,0.375505059250854,"SPAG7","9552"
"ENSG00000168159",1750.51559821851,-0.15769527409423,0.111422118134067,-1.41529596398882,0.156981737869301,0.375573751453411,"RNF187","149603"
"ENSG00000125845",100.484564194457,-0.514414987638102,0.363491393240772,-1.41520541394871,0.157008277630169,0.375584070695725,"BMP2","650"
"ENSG00000125384",279.152528738347,0.245284837913813,0.173344488556004,1.41501376800086,0.157064459309871,0.375652917871389,"PTGER2","5732"
"ENSG00000107798",1278.02314860041,0.144809953223431,0.102342402122572,1.41495558263326,0.157081519569134,0.375652917871389,"LIPA","3988"
"ENSG00000146707",210.282469355184,-0.231690493553702,0.163848615255342,-1.41405219197388,0.157346578754366,0.376233548576662,"POMZP3","22932"
"ENSG00000141696",482.853926310678,-0.190001947062648,0.134379129364188,-1.41392452802484,0.15738406329208,0.376269935131518,"P3H4","10609"
"ENSG00000059691",338.337786255379,-0.207174071400926,0.146550382225798,-1.41367131394937,0.157458431731343,0.376394480039078,"GATB","5188"
"ENSG00000141971",387.152353702967,0.183269239664431,0.129678139335606,1.41326240955795,0.157578582304988,0.376628413548752,"MVB12A","93343"
"ENSG00000113262",12.0946334878422,-0.973422600001909,0.688890534120111,-1.41302943180257,0.157647070468273,0.37673882007819,"GRM6","2916"
"ENSG00000103591",714.71016493252,-0.158029918991687,0.111870733592931,-1.41261180575356,0.157769895890624,0.376979030084809,"AAGAB","79719"
"ENSG00000081154",2706.43904434865,-0.119769613587423,0.0847977285625739,-1.41241535142115,0.157827698929116,0.377063828149895,"PCNP","57092"
"ENSG00000149451",6337.23993194939,-0.139834577604085,0.0990186952303297,-1.41220379928066,0.157889962154963,0.377159256501917,"ADAM33","80332"
"ENSG00000129988",13.0104751793531,0.991613206170968,0.702327171019982,1.41189640254251,0.157980467157649,0.377322110816954,"LBP","3929"
"ENSG00000197982",658.336387323391,0.163273204674566,0.115660991090552,1.4116531696217,0.158052108630251,0.377439871627188,"C1orf122","127687"
"ENSG00000248866",48.0544204405268,0.473506723837695,0.335531976734934,1.41121191620958,0.158182137575948,0.377673783705036,"USP46-AS1","643783"
"ENSG00000134330",750.333727903462,0.153069729841696,0.108470154225819,1.41116909931765,0.158194759206074,0.377673783705036,"IAH1","285148"
"ENSG00000137824",595.211821383614,0.164796366635557,0.116795436816355,1.41098292131633,0.158249649915544,0.377751459849254,"RMDN3","55177"
"ENSG00000174721",13.3664143222066,-0.839477908610248,0.595059672691001,-1.41074575733544,0.158319593666555,0.377854915787887,"FGFBP3","143282"
"ENSG00000180537",129.839229931318,0.367073930288405,0.260209829555472,1.41068433469825,0.158337712077999,0.377854915787887,"RNF182","221687"
"ENSG00000254473",31.4404475855968,-0.556480696568732,0.394524506497119,-1.41050983501527,0.15838919445246,0.377924400996564,"LOC105376114","105376114"
"ENSG00000126804",738.750384969757,0.180301132308098,0.127854938473937,1.41020076705798,0.158480409400985,0.378088657074382,"ZBTB1","22890"
"ENSG00000197157",4743.419024316,0.113423172503131,0.080443872777807,1.40996658398602,0.158549550119867,0.378200211451936,"SND1","27044"
"ENSG00000106635",638.19703444849,0.158802159305594,0.112662642626869,1.40953696454233,0.158676451268302,0.378396087148146,"BCL7B","9275"
"ENSG00000171291",96.4714511680714,0.334043356710001,0.237151409181703,1.4085657675939,0.158963607114993,0.379027378725716,"ZNF439","90594"
"ENSG00000243414",195.570665114469,-0.284360606983879,0.201921580976705,-1.40827248681599,0.159050399324767,0.379164764753609,"TICAM2","353376"
"ENSG00000185000",299.375371016268,0.202327294441744,0.14367597096864,1.40821943347719,0.159066103523395,0.379164764753609,"DGAT1","8694"
"ENSG00000204176",123.643286062874,-0.359844043629027,0.255564557252292,-1.40803579141763,0.159120472053559,0.379210322032431,"SYT15","83849"
"ENSG00000122965",650.366018939233,0.154323253730285,0.109606209011556,1.40797912017935,0.159137252813195,0.379210322032431,"RBM19","9904"
"ENSG00000083817",96.8675997221982,-0.328335736536204,0.233205002716891,-1.40792750031525,0.159152538990058,0.379210322032431,"ZNF416","55659"
"ENSG00000100889",354.126687390948,-0.229961618261979,0.163399608674757,-1.40735721540014,0.159321491259189,0.37950680931092,"PCK2","5106"
"ENSG00000136161",304.585652343703,0.214138546740493,0.152156644630977,1.40735586841994,0.159321890475303,0.37950680931092,"RCBTB2","1102"
"ENSG00000101190",455.582682951357,0.173923194101973,0.123623240053553,1.40688105267772,0.159462662860018,0.379735072859157,"TCFL5","10732"
"ENSG00000067334",844.053648709275,0.146514518851829,0.10416805074149,1.40652069237073,0.159569564521891,0.379932352619502,"DNTTIP2","30836"
"ENSG00000050405",8494.55161735861,-0.178128326422804,0.126650999087881,-1.4064502270464,0.159590474546883,0.379932352619502,"LIMA1","51474"
"ENSG00000198939",28.8587115117512,-0.651777158114068,0.463569560743377,-1.40599645297867,0.159725178043382,0.380199472964793,"ZFP2","80108"
"ENSG00000151164",18.15238047361,-0.838112188518683,0.596131065614548,-1.40591933026453,0.159748080580475,0.380200431781531,"RAD9B","144715"
"ENSG00000162377",356.183719721594,0.201437066269996,0.143314608389017,1.40555850191636,0.159855265981828,0.380401955296568,"COA7","65260"
"ENSG00000189159",471.894146242171,0.171619517160102,0.122119776478915,1.40533762923923,0.159920903859361,0.380504566800264,"JPT1","51155"
"ENSG00000170417",115.971044307927,-0.33588571477481,0.239059043157958,-1.40503245699379,0.160011627004206,0.380565191584834,"TMEM182","130827"
"ENSG00000203666",118.817734761816,0.305857319635056,0.217688222781273,1.40502465281446,0.160013947580202,0.380565191584834,"EFCAB2","84288"
"ENSG00000165521",46.2289192790527,-0.489110261088146,0.348160728772436,-1.40484041038367,0.16006873953586,0.380641930858001,"EML5","161436"
"ENSG00000101665",300.506514703744,0.221059071820565,0.157424850199163,1.40421967396441,0.160253445077363,0.380973932880879,"SMAD7","4092"
"ENSG00000153574",167.871088428223,0.268348164977998,0.191128536531489,1.40401935706648,0.160313085492123,0.381013861073917,"RPIA","22934"
"ENSG00000102098",50.6342736412415,-0.46659787325183,0.332331874835926,-1.40401179839337,0.16031533626675,0.381013861073917,"SCML2","10389"
"ENSG00000148840",605.249058186618,-0.186092048404948,0.132552104739334,-1.40391620918356,0.160343802287781,0.38102792449148,"PPRC1","23082"
"ENSG00000149269",1068.09767228784,-0.220793039299471,0.157289914879073,-1.40373296958816,0.160398380866291,0.381077635602644,"PAK1","5058"
"ENSG00000055118",14.9492913994754,-1.13642904601758,0.809598529114069,-1.40369455372054,0.16040982495216,0.381077635602644,"KCNH2","3757"
"ENSG00000253490",10.2504084130249,-1.15146274886028,0.820666748951611,-1.40308200658947,0.160592386108154,0.381457708807365,"LINC02099","101929450"
"ENSG00000162419",257.678441609281,-0.226846962736917,0.161693654315332,-1.40294289035316,0.160633869638899,0.381478115595162,"GMEB1","10691"
"ENSG00000205572",268.27697979117,0.217242094104074,0.154851961940898,1.40290178684975,0.160646127978173,0.381478115595162,"SERF1A","8293"
"ENSG00000111224",246.184490215732,-0.254404468053001,0.181381660843647,-1.4025920088597,0.160738536121062,0.381643920665127,"PARP11","57097"
"ENSG00000112992",1715.91188611608,-0.15625752216699,0.111468684969317,-1.40180645541841,0.160973050245689,0.382093356237064,"NNT","23530"
"ENSG00000198931",770.139548617836,0.159371598269472,0.113697119862054,1.40172062812879,0.16099868823351,0.382100538450823,"APRT","353"
"ENSG00000153786",4220.48442203326,0.153892066398473,0.109794805041301,1.40163340460948,0.161024746457795,0.38210871586067,"ZDHHC7","55625"
"ENSG00000147912",348.274555878272,0.192149663524275,0.137100752890897,1.40152157790983,0.161058159598748,0.382134341603431,"FBXO10","26267"
"ENSG00000102034",520.2490730092,-0.16263050970185,0.11607948685266,-1.40102712470013,0.161205962003471,0.382355761484971,"ELF4","2000"
"ENSG00000115446",615.301791756673,0.16541917990424,0.118083445568271,1.40086681167006,0.161253904906681,0.382355761484971,"UNC50","25972"
"ENSG00000107317",4615.73856721893,-0.155815650425683,0.111228597589685,-1.40085961526259,0.161256057302842,0.382355761484971,"PTGDS","5730"
"ENSG00000185761",423.396500490525,0.228953873405338,0.163449377233653,1.40076320436539,0.161284895234199,0.382355761484971,"ADAMTSL5","339366"
"ENSG00000185565",3270.95819119068,0.128403587695228,0.0916863461691986,1.40046575155554,0.161373892334027,0.382497349195806,"LSAMP","4045"
"ENSG00000110060",149.423679877741,-0.303996362083709,0.217077548273141,-1.40040443842309,0.161392241671564,0.382497349195806,"PUS3","83480"
"ENSG00000103415",484.983025233765,0.186063620781543,0.132887109775466,1.40016304889111,0.161464498245549,0.382614933579201,"HMOX2","3163"
"ENSG00000251595",42.2178967573118,-0.625361383463758,0.446726678566747,-1.39987471863138,0.161550837881315,0.382765852288062,"ABCA11P","79963"
"ENSG00000143545",4694.84336293533,0.125870945214422,0.0899271998629911,1.39969826043948,0.161603694953297,0.382837408849125,"RAB13","5872"
"ENSG00000050820",1158.37517729534,0.154771889196149,0.110599469143064,1.39939088673153,0.161695798222736,0.383001906135099,"BCAR1","9564"
"ENSG00000165475",377.742897438929,-0.208200910899087,0.148851876051554,-1.39871203791196,0.161899352893216,0.383430310468053,"CRYL1","51084"
"ENSG00000165312",181.734275156612,0.283053088272223,0.202379234623758,1.39862713088349,0.161924826100872,0.383436899026421,"OTUD1","220213"
"ENSG00000197102",17797.1120367999,-0.101798354312478,0.0727979113053849,-1.39836916316784,0.162002238313986,0.383566459721133,"DYNC1H1","1778"
"ENSG00000046604",37.287162057741,-0.605382234105945,0.432959561968966,-1.39824197750213,0.162040415089793,0.383603100894834,"DSG2","1829"
"ENSG00000198089",205.887569142203,-0.244529474229529,0.174918311264256,-1.39796384073311,0.162123925871504,0.383747037312882,"SFI1","9814"
"ENSG00000109854",488.640543518724,0.19352815921879,0.138444031021563,1.39788012376386,0.162149068315386,0.383752795013081,"HTATIP2","10553"
"ENSG00000186834",1128.14888471188,0.196116246814206,0.140418606362362,1.39665427463446,0.162517560662488,0.384415160504717,"HEXIM1","10614"
"ENSG00000227471",18.9256723385118,-0.803165592274277,0.575067251986562,-1.39664637396714,0.162519937663966,0.384415160504717,"AKR1B15","441282"
"ENSG00000234028",23.1442864374412,-0.691816558227621,0.495381158257794,-1.39653385417538,0.162553793310889,0.384441427483191,"EIF2AK3-DT","101928403"
"ENSG00000091656",844.014282556866,-0.236733135668369,0.169526605536102,-1.39643647626717,0.162583097269387,0.384456923825651,"ZFHX4","79776"
"ENSG00000069956",902.809728458663,-0.145127591639482,0.103936261191386,-1.39631337490817,0.162620147895638,0.384490731655309,"MAPK6","5597"
"ENSG00000167904",248.710797867704,-0.299856218717783,0.214773586591098,-1.39615035292339,0.162669223497646,0.384552957283608,"TMEM68","137695"
"ENSG00000137509",3026.71667910759,0.147452531802184,0.105667301258862,1.39544144731166,0.162882760036192,0.385003899719063,"PRCP","5547"
"ENSG00000136842",156.376791019233,-0.346203091756327,0.248190981966459,-1.39490600751607,0.163044185296465,0.385331558481072,"TMOD1","7111"
"ENSG00000153976",144.172045031644,0.328171350835,0.235331519882643,1.39450657097976,0.163164686619425,0.38554979039135,"HS3ST3A1","9955"
"ENSG00000136425",60.461290569373,-0.47752986386497,0.342456003691725,-1.39442690073215,0.163188729432524,0.38554979039135,"CIB2","10518"
"ENSG00000168004",32.1084835750279,0.644637355426946,0.462313398284322,1.39437307640065,0.163204974001025,0.38554979039135,"PLAAT5","117245"
"ENSG00000100867",10.4182720546785,1.19714461883602,0.858693610519814,1.39414641517051,0.163273395360886,0.385627838507066,"DHRS2","10202"
"ENSG00000103168",605.310745446943,0.162643919075401,0.116664850487086,1.39411243743379,0.163283653954199,0.385627838507066,"TAF1C","9013"
"ENSG00000124535",750.416931385465,0.148557335311698,0.106633689953216,1.39315572195688,0.163572705996538,0.386209478995763,"WRNIP1","56897"
"ENSG00000110427",113.224755178636,-0.412779009349871,0.296293273160756,-1.39314337091249,0.163576440132451,0.386209478995763,"KIAA1549L","25758"
"ENSG00000047617",9.09565671267777,1.08761968990489,0.780739084485012,1.39306422788133,0.16360036925625,0.386209478995763,"ANO2","57101"
"ENSG00000168246",717.502252844881,-0.147534322977598,0.105911608710084,-1.39299482629377,0.163621355197696,0.386209478995763,"UBTD2","92181"
"ENSG00000081386",288.734271933644,-0.265470420517892,0.190614242400148,-1.39271030944583,0.163707409798162,0.386358632789014,"ZNF510","22869"
"ENSG00000109738",347.195408369462,-0.282582084073934,0.202919798075383,-1.39258015607209,0.163746787189545,0.386397599487353,"GLRB","2743"
"ENSG00000196470",378.106985241726,-0.19188862041914,0.137820525789178,-1.39230799853912,0.163829150449241,0.386522391872559,"SIAH1","6477"
"ENSG00000125656",473.341965560331,0.17468164424018,0.125473579670184,1.39217869370862,0.163868293015446,0.386522391872559,"CLPP","8192"
"ENSG00000204178",469.481096105388,-0.19156820469773,0.137686799104291,-1.39133312666109,0.164124432941925,0.387072528660524,"MACO1","55219"
"ENSG00000259848",161.850116090168,0.298697580356545,0.214724685019298,1.39107238801957,0.164203476939289,0.387150879492132,"LOC442028","442028"
"ENSG00000223403",74.4899159920711,-0.476439086534665,0.342525893555352,-1.39095786770839,0.164238203307958,0.387178733188877,"MEG9","100507257"
"ENSG00000160877",1092.38709716677,0.155252310656735,0.111622957406167,1.39086362039138,0.164266786380056,0.387192098793442,"NACC1","112939"
"ENSG00000121310",865.848667665274,-0.188697301343597,0.135696936024468,-1.3905789391558,0.164353146491334,0.387341627532853,"ECHDC2","55268"
"ENSG00000171914",1289.37081298533,-0.19875385052677,0.142943801355422,-1.39043350353178,0.164397278635717,0.387391607082184,"TLN2","83660"
"ENSG00000086696",34.177610913686,-0.77741152096341,0.55922159368922,-1.39016720694703,0.164478108926332,0.387528037456379,"HSD17B2","3294"
"ENSG00000109667",128.984955581069,0.299458710300153,0.215502478610618,1.38958360122267,0.164655358270691,0.387839493518848,"SLC2A9","56606"
"ENSG00000141012",623.727373824309,0.1556918629928,0.112042814442514,1.38957472433612,0.164658055417303,0.387839493518848,"GALNS","2588"
"ENSG00000159208",74.5340343852622,-0.410391843249655,0.295362933605912,-1.38944937416291,0.164696145272807,0.387839493518848,"CIART","148523"
"ENSG00000197183",183.340806261021,-0.280583125745392,0.201941209663877,-1.38942975637519,0.164702107083161,0.387839493518848,"NOL4L","140688"
"ENSG00000144381",2355.20539060338,-0.11330889129332,0.081555366100177,-1.38934930601795,0.164726557501529,0.387843021967513,"HSPD1","3329"
"ENSG00000187240",1864.64427599638,0.191486927646028,0.137848475373129,1.3891116831558,0.164798791640279,0.38795311566399,"DYNC2H1","79659"
"ENSG00000126814",429.538500106712,-0.260455755691457,0.187507142606939,-1.38904444956231,0.164819234072185,0.38795311566399,"TRMT5","57570"
"ENSG00000248643",51.429743154935,-0.535393724062571,0.385647156835974,-1.38829941974728,0.165045888845064,0.38843251110082,"RBM14-RBM4","100526737"
"ENSG00000047188",708.227712979183,0.178593639168623,0.128650262883852,1.38821044874086,0.165072971495362,0.38844214905008,"YTHDC2","64848"
"ENSG00000172780",124.732347698086,0.364324460109861,0.26266802992559,1.38701485754878,0.1654372323805,0.389245106205193,"RAB43","339122"
"ENSG00000186666",122.19573815541,-0.299625556070724,0.2160342932106,-1.38693515560808,0.165461536667361,0.389248092246286,"BCDIN3D","144233"
"ENSG00000178026",156.654257492467,-0.273721547636788,0.197400534193208,-1.38663022749918,0.165554546161402,0.389402472123695,"LRRC75B","388886"
"ENSG00000164904",1105.80209913061,0.134943515978731,0.0973230814683163,1.38655202797562,0.165578404999643,0.389402472123695,"ALDH7A1","501"
"ENSG00000163930",1423.73309513042,0.123413994524019,0.0890115988044592,1.38649340290061,0.16559629332944,0.389402472123695,"BAP1","8314"
"ENSG00000185418",193.947717072808,-0.320829114730588,0.231480672994831,-1.38598661641939,0.165750990234042,0.389657795349866,"TARS3","123283"
"ENSG00000164414",478.962441259381,0.16629176306796,0.120037980864339,1.38532622650404,0.165952737800781,0.389909135366354,"SLC35A1","10559"
"ENSG00000187187",122.93689120231,-0.409576376513972,0.295667339356005,-1.38526080495084,0.165972733982655,0.389909135366354,"ZNF546","339327"
"ENSG00000161542",528.198410169204,-0.184264620716604,0.133025418124366,-1.38518354848797,0.165996349853566,0.389909135366354,"PRPSAP1","5635"
"ENSG00000177427",162.314546470905,-0.262657978129787,0.189665056040901,-1.38485171497877,0.16609781395914,0.390048541769605,"MIEF2","125170"
"ENSG00000160469",147.932602923997,-0.345006504070861,0.249131224541377,-1.38483847099447,0.166101864514977,0.390048541769605,"BRSK1","84446"
"ENSG00000118900",1325.06555255482,0.167363584523016,0.120877634329846,1.38457031733696,0.166183892927844,0.390186942155719,"UBN1","29855"
"ENSG00000142544",34.8737617174694,0.532075037292618,0.384559331948468,1.38359673810729,0.166481967675341,0.39083249371741,"CTU1","90353"
"ENSG00000118276",51.691278712728,-0.467615946287655,0.338035521830794,-1.38333375071074,0.166562553818845,0.390967361360027,"B4GALT6","9331"
"ENSG00000100288",499.424702846775,-0.189090257562059,0.136707616017499,-1.38317281121963,0.166611884306037,0.390984243322954,"CHKB","1120"
"ENSG00000163625",2334.24205252982,0.178563626171792,0.129098379565264,1.38315931441666,0.166616021787702,0.390984243322954,"WDFY3","23001"
"ENSG00000143621",1463.91699703882,-0.123425236457327,0.0892645099167732,-1.38269102213639,0.166759625897596,0.391212572319529,"ILF2","3608"
"ENSG00000116761",50.2192794802463,0.485026543002044,0.350815248422492,1.38256972917528,0.166796836139953,0.391245549291077,"CTH","1491"
"ENSG00000125966",53.8258658665648,0.458083615384942,0.331348461453499,1.38248300105425,0.166823446410509,0.391253656827867,"MMP24","10893"
"ENSG00000127511",1237.53528974593,-0.144186291975535,0.104318106639313,-1.38217895838609,0.166916759204833,0.391418178884716,"SIN3B","23309"
"ENSG00000070814",720.400856170542,-0.177074428544593,0.128124735436244,-1.38204717412046,0.166957216890047,0.391458727765784,"TCOF1","6949"
"ENSG00000168591",920.446472559646,0.167751262120198,0.121388008210925,1.38194262013684,0.166989320138648,0.391479679759001,"TMUB2","79089"
"ENSG00000103811",936.523911292102,0.213372174788863,0.154410023921506,1.38185442479648,0.167016404080908,0.39148886061301,"CTSH","1512"
"ENSG00000136147",473.559755240548,0.172432995698339,0.124791938840998,1.38176389676935,0.167044207802003,0.391499725858288,"PHF11","51131"
"ENSG00000162852",698.064245022764,0.160563578227414,0.116213422900718,1.38162678819456,0.167086324351663,0.3915441282616,"CNST","163882"
"ENSG00000244026",116.081042584099,-0.381939358151076,0.276541169605754,-1.38113019011086,0.16723893446738,0.39179653216708,"FAM86DP","692099"
"ENSG00000183718",279.783207709514,0.215315188407783,0.15589836235198,1.38112540221336,0.167240406351115,0.39179653216708,"TRIM52","84851"
"ENSG00000108561",615.461082110717,0.150729931096705,0.109168081138872,1.38071430334075,0.167366821659545,0.392038335514693,"C1QBP","708"
"ENSG00000197601",1180.62431351816,0.156260963211036,0.113189858713402,1.38052087870072,0.167426325696715,0.392083862366659,"FAR1","84188"
"ENSG00000250802",93.074563646822,-0.329684271230681,0.23881507026616,-1.38050027941389,0.167432663678412,0.392083862366659,"ZBED3-AS1","728723"
"ENSG00000241343",2254.70805610918,-0.195776179772877,0.141824730860351,-1.38040931638114,0.167460653309227,0.392095069920924,"RPL36A","6173"
"ENSG00000111664",46.4674202222911,-0.469207924478584,0.339979263280761,-1.3801074805292,0.16755355439753,0.392258238045091,"GNB3","2784"
"ENSG00000140320",604.20112023284,0.161749541854467,0.117212924403368,1.3799633673317,0.167597924188177,0.392267341155456,"BAHD1","22893"
"ENSG00000108651",585.040812752671,0.202284000400798,0.146589905839236,1.37993130729371,0.167607796081416,0.392267341155456,"UTP6","55813"
"ENSG00000070010",783.573588339168,0.191703552791281,0.138928839276717,1.37986867081965,0.167627084298944,0.392267341155456,"UFD1","7353"
"ENSG00000075223",3107.74480471159,-0.225928837512592,0.163748784148888,-1.37972833622488,0.167670304855436,0.392314152789691,"SEMA3C","10512"
"ENSG00000136146",658.754471130464,0.153942892509127,0.111594780910109,1.3794811124109,0.167746465747831,0.392438014427088,"MED4","29079"
"ENSG00000157680",797.120576065739,0.646130563572033,0.468492443931341,1.37916965778583,0.167842450855763,0.392555491383324,"DGKI","9162"
"ENSG00000186352",106.184604262257,0.308831430704002,0.223925991658519,1.37916741337898,0.167843142694077,0.392555491383324,"ANKRD37","353322"
"ENSG00000118482",1815.06441737316,-0.126327834226285,0.0916055546525156,-1.37904120231006,0.167882050696902,0.392592152321652,"PHF3","23469"
"ENSG00000103152",1001.966932344,0.166733407310265,0.120939478486451,1.37865161481529,0.168002194383822,0.392811966368257,"MPG","4350"
"ENSG00000157837",1067.46187534286,-0.155114958295747,0.112521348960133,-1.37853802615453,0.168037235793379,0.392811966368257,"SPPL3","121665"
"ENSG00000184481",581.187687001004,0.234870402491935,0.170379866383691,1.37851031038499,0.16804578677217,0.392811966368257,"FOXO4","4303"
"ENSG00000171847",13.1007867400502,-0.908081544741494,0.659012366761093,-1.37794310174257,0.168220855993269,0.393112435980397,"FAM90A1","55138"
"ENSG00000197852",178.050616428688,-0.325932478181902,0.236656330376807,-1.37723963547879,0.168438171359041,0.39351143641989,"INKA2","55924"
"ENSG00000100239",1182.68761613149,0.126644515663596,0.091963643911774,1.37711502368364,0.168476688494356,0.393547011636388,"PPP6R2","9701"
"ENSG00000183690",28.1926294751367,0.600301353924477,0.436129743892656,1.37642837327836,0.168689048675618,0.393988603250946,"EFHC2","80258"
"ENSG00000172572",157.212892499402,-0.50193852633903,0.364703733279487,-1.37629116605279,0.168731506784595,0.39403330592124,"PDE3A","5139"
"ENSG00000171320",12.3069042580275,-0.919983888428857,0.668500614101677,-1.37619004234592,0.168762804156687,0.394051936526143,"ESCO2","157570"
"ENSG00000159176",3603.23374688238,0.449148746998744,0.326392825739712,1.37609871166999,0.168791074369403,0.394063494707677,"CSRP1","1465"
"ENSG00000177034",594.851375702063,-0.159670035902805,0.116043266999364,-1.37595260829463,0.168836306141446,0.394114643069231,"MTX3","345778"
"ENSG00000171806",71.9665428754465,-0.40566246629823,0.294863484868865,-1.3757636571332,0.168894816536083,0.394196769313084,"METTL18","92342"
"ENSG00000166965",178.62264518356,-0.242195826992733,0.176070492073566,-1.37556170906559,0.168957368354841,0.394288304165186,"RCCD1","91433"
"ENSG00000240849",797.487488575029,0.166553525960581,0.121129602951173,1.37500265750659,0.169130620811944,0.394638115227869,"TMEM189","387521"
"ENSG00000246223",9.02682375518099,1.14826994278206,0.835180903709194,1.37487571576694,0.169169979156125,0.394675453234875,"LINC01550","388011"
"ENSG00000130270",73.672516398134,0.386744508567721,0.281442786756719,1.37414965586602,0.169395226391927,0.395112807050806,"ATP8B3","148229"
"ENSG00000240024",19.2769896322548,-0.700660285228385,0.509897182463679,-1.37412072340348,0.169404206834128,0.395112807050806,"LINC00888","100505687"
"ENSG00000170004",8633.83728552409,-0.117273832141923,0.0853507023504444,-1.37402304740744,0.169434527445149,0.395128987685361,"CHD3","1107"
"ENSG00000103852",453.091589127188,-0.230974021182552,0.168131612705964,-1.37376914112214,0.169513364147494,0.395258289963344,"TTC23","64927"
"ENSG00000035499",11.5988654672926,-0.897196650066644,0.653230108437477,-1.37347718434586,0.169604049342986,0.395391711268916,"DEPDC1B","55789"
"ENSG00000139083",541.109013937227,0.196288077145124,0.142917707252965,1.37343427149789,0.16961738164211,0.395391711268916,"ETV6","2120"
"ENSG00000204920",120.265419431919,-0.371603943736756,0.27060827253358,-1.37321723485243,0.169684823310297,0.395451597601449,"ZNF155","7711"
"ENSG00000183386",417.00545266314,0.196645049736058,0.143203169966009,1.37318922327442,0.169693529054131,0.395451597601449,"FHL3","2275"
"ENSG00000198300",158.216859603327,-0.294126584748493,0.214202231407664,-1.37312568041702,0.16971327883807,0.395451597601449,"PEG3","5178"
"ENSG00000091986",173902.429691634,0.160523673033996,0.116926537893345,1.37285919797281,0.169796123134302,0.395545804018149,"CCDC80","151887"
"ENSG00000241935",42.0662041283387,0.484894721282183,0.353204262723766,1.3728450431002,0.169800524461336,0.395545804018149,"HOGA1","112817"
"ENSG00000153956",1332.59630512048,-0.199274088323567,0.145202445526859,-1.37238796220347,0.169942695526315,0.395812135384168,"CACNA2D1","781"
"ENSG00000106263",2634.77815217421,0.127954463134203,0.0932398790950584,1.3723147689172,0.169965469951672,0.395812135384168,"EIF3B","8662"
"ENSG00000151458",947.237529453273,-0.138123547131417,0.100658341568011,-1.37220169714491,0.170000657246984,0.395812135384168,"ANKRD50","57182"
"ENSG00000100796",1070.85190785139,-0.140628370132232,0.102485640057535,-1.37217633663881,0.170008550042508,0.395812135384168,"PPP4R3A","55671"
"ENSG00000105738",275.5679365029,-0.213078438375448,0.155327007874938,-1.37180546571147,0.170124005318404,0.396026373036284,"SIPA1L3","23094"
"ENSG00000269439",22.7668391773718,-0.68819108267339,0.501776671229578,-1.37150872516056,0.170216425488685,0.396125638041583,"LOC100507551","100507551"
"ENSG00000113648",1973.01553835849,0.130408778005028,0.0950872849464592,1.37146389318463,0.170230391727898,0.396125638041583,"MACROH2A1","9555"
"ENSG00000165338",596.954750435225,-0.218794349693505,0.159535895481139,-1.37144276548955,0.170236973810982,0.396125638041583,"HECTD2","143279"
"ENSG00000203797",23.1136248167012,-0.677661758523399,0.494295167197197,-1.37096577813202,0.17038562433351,0.396416946163796,"DDO","8528"
"ENSG00000132716",2830.90907997105,0.128478466441123,0.0937223368794415,1.37084147407026,0.170424378991195,0.396452527008978,"DCAF8","50717"
"ENSG00000114405",119.459474760947,0.292145888496298,0.213162422428227,1.37053184688152,0.170520941122322,0.396567969045555,"C3orf14","57415"
"ENSG00000248593",60.6745960563887,-0.473596703797541,0.345584719921611,-1.37042142344999,0.170555388328541,0.396593498276551,"DSTNP2","171220"
"ENSG00000166788",107.306036350787,-0.303391413638022,0.2214999441552,-1.36971327372183,0.170776423524736,0.39705283499188,"SAAL1","113174"
"ENSG00000172315",401.895396750212,0.206523382043354,0.150848754338656,1.36907582000782,0.170975575776932,0.397266105630145,"TP53RK","112858"
